Sample,Se_Rt_cc_d1_1,Se_Rt_cc_d1_2,Se_Rt_cc_d1_3,Se_Rt_cc_d2_1,Se_Rt_cc_d2_2,Se_Rt_cc_d2_3,Se_Rt_cc_d3_1,Se_Rt_cc_d3_2,Se_Rt_cc_d3_3,Se_Rt_cc_d4_1,Se_Rt_cc_d4_2,Se_Rt_cc_d4_3,Se_Rt_cc_d5_1,Se_Rt_cc_d5_2,Se_Rt_cc_d5_3,Se_Rt_cc_d6_1,Se_Rt_cc_d6_2,Se_Rt_cc_d6_3,Se_Rt_cc_d7_1,Se_Rt_cc_d7_2,Se_Rt_cc_d7_3,Se_Rt_cc_d8_1,Se_Rt_cc_d8_2,Se_Rt_cc_d8_3,Se_Rt_cc_d9_1,Se_Rt_cc_d9_2,Se_Rt_cc_d9_3,Se_axen_d1_1,Se_axen_d1_2,Se_axen_d1_3,Se_axen_d2_1,Se_axen_d2_2,Se_axen_d2_3,Se_axen_d3_1,Se_axen_d3_2,Se_axen_d3_3,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d5_1,Se_axen_d5_2,Se_axen_d5_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d7_1,Se_axen_d7_2,Se_axen_d7_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3,Se_axen_d9_1,Se_axen_d9_2,Se_axen_d9_3
51)unk-08,-87855.0,7434.0,164440.0,28553.5,-2796.0,13506.5,68121.0,-2560.0,-33452.5,-122675.5,33275.5,-1355.0,-5649.0,9724.5,-59628.0,98093.0,-44259.0,-52240.5,-52873.0,-117725.5,-42747.5,-95053.0,-2693.5,-11581.0,-113507.0,180742.0,3876.0,223238.0,46754,62074,120587.0,-6118.5,-72999.5,50675.0,72848.5,8504.5,-72306.0,537.0,45128.5,-25312.5,-74147.5,-51391.0,109228.0,55709.5,2782.5,-30820.5,15429.0,43.5,-42891.5,-72436.5,55657.5,16913.0,-119631.0,84750
52)BYD,114458.0,39587.0,126456.0,25242.5,-1671.5,-1399.5,-56335.6666665,-21904.5,-64880.25,-23717.5,-874.5,-505.5,-1349.3333335,-647.0,-934.75,-1981.0,1167.0,1307.5,0.0,-563.5,0.0,0.0,-1942.5,-1989.5,0.0,0.0,0.0,126273.5,61050,217645,120665.25,75928.5,64861.5,8206.5,-7584.5,-54045.0,-101796.0,-21935.0,11267.0,-42594.0,59490.5,19071.0,20860.0,189.5,-568.0,-5755.0,-2137.5,34685.0,5346.0,-36824.0,41198.0,44162.0,-125869.0,16450
53)unk-10,19537.0,16774.0,91933.0,11162.5,7682.0,9994.5,-10966.5,6943.0,-61943.5,-2653.5,-17691.5,-26025.25,-13039.5,-8555.75,-107.5,-22949.25,33567.5,36079.25,-405.5,-18373.75,-165.5,-98.75,-36412.0,-36817.0,208.0,-2509.0,-1037.0,83949.0,34151,41764,56993.5,28385.0,-2434.0,-4475.5,-5620.0,-44903.0,-23352.0,3352.5,16830.5,-12177.0,22056.5,18349.5,-16639.0,-2952.0,-14267.5,-23995.0,1137.0,16475.0,6202.5,-31865.0,36122.5,43756.0,-75457.0,50896
54)H3PO4,25261.0,4248.0,248539.0,-13898.5,-3.0,3114.0,-28571.0,624.0,-111572.0,18683.5,-1578.5,5882.5,-1027.0,-920.0,-22189.5,-16832.0,10956.0,40266.0,3273.5,661.0,14856.5,-5779.5,1890.0,-58245.5,-8265.0,17551.0,-28695.0,82736.0,48095,86149,115664.0,91361.5,15104.5,-13282.5,-5643.0,-72538.0,-131944.0,-62425.0,-6876.0,-21943.5,43573.5,35052.0,3519.0,2474.0,-5330.0,-25086.0,-23717.0,23636.5,29148.0,-18570.5,54788.0,70662.0,-50842.0,56923
55)unk-12,-75494.0,172848.0,312162.0,82823.0,302005.5,185514.5,60390.5,125070.0,172294.0,-105.0,-10174.5,-240673.5,-62255.5,-206572.5,-402430.0,-120904.5,-70106.5,153241.0,-10451.5,72193.0,-10677.0,26138.5,-226603.5,-106133.0,76031.0,-163987.0,153362.0,462716.0,317267,-248967,322735.0,-116591.5,52346.0,19616.0,-392869.0,265250.5,-116416.5,-8063.0,108979.0,-224311.5,-8042.0,-190237.5,13876.0,44341.0,-183818.5,202072.5,151788.5,149078.0,139623.0,-33505.5,-212995.0,262165.0,-46660.0,-670192
56)unk-13,1452.0,1211.0,2153.0,2810.0,784.75,2556.5,905.5,358.5,-4128.5,-1278.5,3543.75,-6189.5,-200.0,1102.5,-2234.0,811.0,-4673.0,976.0,-1503.5,-4299.5,2530.0,-5845.5,-4428.0,-2933.5,-6862.0,-5079.0,-5669.0,3957.0,1470,3643,3562.5,-20.0,2668.0,1319.5,4406.0,70.0,2354.5,-1345.0,-4414.5,3750.0,-1423.5,788.5,-2363.5,2341.5,4862.5,-1920.5,-1998.0,-3000.5,4344.5,1133.0,-2005.0,5541.0,780.0,2863
57)unk-14,36181.0,-169098.0,295394.0,1970.0,-39934.0,-24318.0,7196.5,50704.0,-74341.0,32049.0,27385.5,88937.0,-25887.5,7905.0,-74410.5,-38057.5,-18691.0,-84047.5,-1577.5,-54699.5,47728.0,-2090.0,-27693.5,54851.0,-7901.0,43413.0,-22502.0,92466.0,-68274,8342,-38347.0,20477.0,14562.0,-36569.0,-22437.5,-11614.5,7111.5,-53113.0,-28361.5,-71914.5,184233.5,6724.5,50788.0,79247.0,43865.0,30234.5,-97449.0,56551.5,-14300.0,-113929.0,6896.5,74537.0,-195056.0,-37741
58)unk-15,17013.0,3070.0,13417.0,2915.0,-1295.0,5421.5,-9180.0,-1499.0,-3511.0,-6804.0,-6481.0,-4448.0,-7196.5,-6925.5,-7252.5,-5097.5,-4441.0,-2530.0,-1819.5,-2082.5,-610.0,-4472.0,846.5,638.5,-7538.0,-4797.0,7494.0,1366.0,3362,-3818,3830.0,5502.0,-281.0,-3249.0,4184.0,2765.0,-5719.5,-2759.0,-3288.0,-3572.0,-6244.0,-2684.5,32.5,-3559.5,-888.5,6822.0,-675.0,-4101.0,2361.0,2565.0,-1333.5,-360.0,5605.0,277
59)unk-16,5749.0,-6996.0,17416.0,10633.5,-585.0,3275.0,2187.5,4401.0,-3083.0,-42.0,4589.0,520.0,-2273.0,15626.5,-4283.5,-6688.0,-4754.5,12931.5,2329.5,-23701.5,11453.0,-1667.5,3283.5,-10343.0,-5765.0,19410.0,-12822.0,-4143.0,7268,4151,1796.5,9472.0,-5264.0,195.5,7542.0,-6105.0,-4052.0,-2997.5,4112.5,6784.0,-10713.5,-2083.0,1311.0,5556.5,-2997.5,-6382.0,7272.5,-1208.5,2348.0,-8135.5,-2389.0,5755.0,-7679.0,1566
60)MAL,320348.0,292790.0,345260.0,248539.0,203797.5,297166.5,60717.5,128990.5,40883.5,-55231.0,67399.0,-154050.0,-106271.5,-144497.5,-151375.0,-139651.5,-191136.5,-47077.5,-95054.5,-117134.5,-2915.0,-50539.0,-60933.0,-42433.0,-32896.0,10747.0,-11235.0,241523.0,206637,536992,330675.5,309922.5,343715.0,89015.0,168179.0,102687.5,-150366.0,229.5,1414.0,-9243.5,231579.5,-129608.0,82485.5,-64533.0,-204774.5,-25013.0,-65062.5,35019.0,-37120.0,-17904.5,163163.5,100310.0,-420600.0,53847
61)p-CUM,83209.0,639.0,2999.0,7118.5,5697.5,16391.5,-45743.5,-3620.5,-30573.5,-30055.5,-15485.0,-19673.5,-847.0,-26556.5,-21458.5,3765.0,-32579.5,-37715.5,5506.5,6436.0,19518.0,-5425.5,16622.5,17315.5,-50236.0,-4646.0,14665.0,24609.0,-65256,76986,54268.5,84288.5,63547.5,12427.5,50581.5,16633.0,-91382.0,-149274.0,-132072.0,-84066.0,-66020.0,-99008.5,-21908.5,1613.5,-10675.0,59071.0,29435.5,7595.5,79836.5,-2114.0,24793.0,42155.0,-93710.0,-36239
62)THR-OL,62764.0,36347.0,37437.0,33597.0,15784.5,35604.0,-4572.5,17533.5,1182.5,-11759.0,2936.5,-21100.0,-9728.5,-16085.5,-22154.0,-2638.5,-1552.5,-7318.5,-7354.5,-11672.5,2467.0,-7347.0,-9721.0,-4168.5,4252.0,-1003.0,5606.0,37971.0,28641,40024,31281.0,32828.0,23283.0,15893.0,3995.0,7072.0,-15549.5,-16467.5,8252.5,-18254.5,9216.0,2685.5,-383.0,4893.5,-18056.0,4262.5,-2471.5,-1984.5,1773.5,-3883.0,25011.0,-7529.0,-15378.0,21411
63)unk-20,-22499.0,-2508.0,20553.0,-2294.0,-12225.0,2827.5,5733.5,-378.5,-11988.5,-11743.5,9246.0,-18644.5,-5991.0,-14557.0,-8278.5,-3073.5,-9830.5,27005.5,-14427.0,-9227.0,-11281.5,-4045.5,-16473.0,-29901.0,9555.0,-7732.0,5119.0,22520.0,57301,21132,31768.5,28216.0,8445.0,8817.0,18870.0,31451.5,-24711.5,-20975.0,-6206.5,-8361.0,-5023.0,-42161.5,-914.5,18070.0,-8051.0,-6359.5,-17375.5,34544.0,8255.5,-16026.5,24896.5,18083.0,-31675.0,-30632
64)unk-21,128358.0,-2992.0,-11567.0,47767.5,-30749.0,-26836.5,-45062.0,-29090.5,-22351.0,-48218.0,-644.5,1641.5,-33255.5,-3278.0,1948.5,-6437.5,-1847.25,-1982.0,5566.0,1247.5,3181.75,-2867.5,150.25,8345.5,-2366.0,-947.0,8345.5,-78044.0,25433,-2786,-26250.0,-2141.5,-10471.0,-22711.6666665,-24337.5,-4208.5,-27120.5,-1642.5,6332.0,9651.1666665,10115.0,1548.0,504.5,-6221.666666499999,-5213.0,2204.5,-3233.0,1253.5,682.0,-2719.3333335000007,8191.5,-4612.0,-15972.0,3279
65)unk-22,3760.0,3364.0,8229.0,-793.0,1410.0,1546.5,-2077.0,-708.0,-4590.5,-709.5,472.0,-1535.5,-1886.0,-1306.5,964.0,-465.25,-1665.5,954.0,230.5,493.5,-1142.5,-117.25,3600.5,6832.0,-465.0,7312.0,16903.0,-4091.0,19214,1986,2105.0,-2384.0,-498.5,-418.0,-2190.0,2438.5,-1460.5,-270.5,2432.0,1122.0,-4650.5,734.5,-5050.5,835.5,4161.0,-2407.5,908.0,-1893.5,6560.0,3422.0,-3439.0,11806.0,-4143.0,766
66)unk-23,90145.0,-29691.0,-32431.0,-11607.0,-12418.5,139.5,-3719.0,58108.5,25684.5,8020.5,38252.0,17270.5,-54203.0,-51241.5,-24070.0,-2249.5,-33113.0,-13739.5,13852.0,-235.0,43192.5,-4249.5,36910.5,44683.5,-22176.0,75689.0,39525.0,16495.0,-14760,-433,134666.5,136217.0,92031.0,40776.0,66682.0,83651.5,-120019.5,-111463.0,-44401.5,-45767.5,-22573.0,-79968.5,-5495.0,19367.5,-50436.5,32702.5,41796.5,23961.5,44224.5,-12449.5,55095.0,34836.0,-93707.0,49720
67)Ac-OL,33615.0,195232.0,283452.0,33335.5,-44534.5,174112.5,15485.0,-85257.5,-28787.0,-3532.0,92045.5,-171294.0,-5962.0,-15315.0,-120226.0,7478.5,-84785.0,67164.5,-17482.0,-39180.5,4378.0,-25900.0,17723.0,-94079.5,5067.0,45172.0,-42375.0,71353.0,183508,220844,18788.0,102109.5,7822.5,10633.0,5236.0,-38758.5,40336.5,-4896.5,107392.0,-31972.0,104185.5,-36168.5,-17023.5,14844.75,-96761.0,53505.0,-78235.5,88885.5,-12755.0,-67051.75,179540.5,-76993.0,-155868.0,147227
68)Ac-OL,42913.0,42751.0,62566.0,10710.5,3687.5,9216.5,-22936.0,-19806.5,-27416.0,-18757.0,-8137.0,-10907.5,-10020.5,-6968.0,-8025.0,-2422.5,-2005.0,721.5,-204.0,-1786.5,1425.5,-2853.0,-1126.5,1509.5,-3236.0,-791.0,6545.0,38332.0,25515,71867,42049.5,27156.0,30238.5,23155.0,13804.5,2112.5,-7696.5,2903.0,17582.5,-2742.5,28893.0,3029.0,-4730.0,5746.0,-12953.0,-4259.0,20690.0,11343.0,43437.5,10757.0,67766.5,75482.0,-59166.0,100433
69)unk-26,99965.0,53522.0,111222.0,36898.5,51053.0,40569.0,2977.0,4774.0,904.5,-4281.0,-27761.0,-16804.0,-19150.5,-21758.5,-16572.5,-23723.0,9335.0,91315.5,-54476.5,8275.0,-41234.5,-26641.5,-39209.5,-98376.0,5841.0,-49268.0,35992.0,12745.0,-27437,93182,156396.0,99723.0,203867.5,35529.0,17190.5,-12227.5,-143033.5,2721.5,-154131.5,-41682.0,40865.0,17390.0,-18511.5,12855.0,2237.5,-13149.0,9995.0,-8105.5,71447.0,-98700.5,-14321.0,158455.0,-75466.0,-11991
70)FAL,130188.0,41715.0,95832.0,18112.5,-11254.5,44686.0,-69069.0,-33368.0,-31363.5,-48558.5,-15437.5,-39739.0,-81766.5,-39092.5,-46602.5,-39822.0,-28025.5,5470.0,3883.5,-14261.0,16562.5,-26563.5,-1400.5,-30562.0,-29947.0,19492.0,-13315.0,80030.0,-27918,47879,11435.0,42937.0,52293.5,-7008.5,56515.5,36556.5,-9419.5,-3029.0,7939.0,-7068.0,75546.0,-5142.0,11215.0,6802.0,-14779.5,30608.0,-31681.0,17734.0,35590.5,-14807.0,95693.5,-15451.0,-109037.0,136117
71)unk-28,7833.0,-675.0,13033.0,9112.5,-8255.5,833.5,-6208.5,-5190.0,-5409.0,-17798.0,-134.5,-5559.0,-15987.0,-6517.5,-5676.0,-6064.5,-9390.5,-3.0,1320.0,-8362.5,-2417.0,-7813.5,1410.0,277.5,-11209.0,8074.0,5069.0,-522.0,753,5153,1768.0,1038.0,251.0,-417.5,1273.0,-2071.0,-5996.5,1894.0,222.0,-1910.0,106.0,1116.5,3831.0,-2682.0,-3143.0,1420.5,381.5,-891.5,-91.5,-1865.0,4119.0,1358.0,-7504.0,1437
72)unk-29,168166.0,-271695.0,391568.0,72169.5,-36024.0,81193.0,-90085.5,179164.0,-63782.0,-94296.0,8532.0,-32393.0,-44645.5,-109441.5,-73879.5,-50718.0,-91646.0,22880.5,-63403.5,-114973.5,-63780.5,-52369.0,-64341.0,-17348.5,-22324.0,-4761.0,119980.0,198082.0,-46436,-202489,57973.0,5791.0,-103611.0,-112376.5,16409.0,62458.0,-165451.0,-15223.0,1504.0,-35701.0,37393.5,-96322.0,161132.0,143996.0,26592.0,8155.5,-15581.0,119187.0,-53142.0,-13550.0,159634.0,82786.0,212021.0,200081
73)GlcN-1P,45711.0,28767.0,34968.0,4283.0,-1146.5,-2826.0,-19355.5,-6714.5,-10245.5,29434.5,10594.0,55043.5,155.5,3553.5,-4512.0,-27404.0,22880.5,-40208.0,3657.0,-12708.0,5497.0,-12008.0,-40273.0,37886.0,-26014.0,-12919.0,83344.0,1333.0,558,22518,22345.5,10414.5,11458.5,27161.5,20265.5,6701.0,-22563.5,14148.0,12613.0,-9113.0,32910.5,-3905.5,3400.0,902.5,-19361.0,-10480.5,-13103.0,5055.0,11770.5,-597.5,37844.5,13436.0,-30969.0,46891
74)MeGAL,34589.0,-16249.0,31473.0,40518.5,35306.5,37528.5,60639.0,66223.0,30970.0,117558.5,21090.0,35322.0,-40244.0,-20875.5,-7170.0,-124226.0,-41065.5,-23086.0,-21054.0,-31942.5,-8090.5,-30693.0,-13964.0,-18292.0,-26955.0,-7827.0,53.0,5114.0,10254,-16744,19111.5,17659.0,2554.0,17937.5,4598.5,25312.0,-9438.0,-6856.0,2254.5,-15954.5,1604.0,-18827.0,4162.0,-5745.5,-14452.0,4174.5,3589.0,-5636.0,-4894.0,17503.0,14185.5,454.0,15284.0,24130
75)unk-32,23807.0,85030.0,92173.0,8848.5,-10232.5,35693.5,14522.5,-25028.5,-3862.5,-19944.0,19584.0,5587.0,-83247.0,-1046.0,-10630.0,-51045.0,-11922.75,4847.5,-15796.0,-38023.5,-10703.0,-22982.5,-24127.25,-29350.5,-25012.0,-10231.0,-8227.0,103219.0,40988,129114,57616.5,30535.5,25443.0,46859.5,-24979.5,-9936.5,12202.5,-38541.5,-3147.5,-61565.0,55740.5,-23116.0,-59028.0,26852.0,17908.75,218.0,-24921.5,17399.5,80487.0,-13858.0,93007.75,108312.0,-42691.0,168616
76)GLC-LCN,1837.0,12710.0,24259.0,1837.0,5134.0,13569.5,11193.5,138.0,-124.5,-2693.0,-19778.5,-13734.5,-30910.0,-27218.5,-22242.0,-20376.5,-11374.5,8393.0,-8786.0,-1997.5,4555.5,-1604.5,-1689.5,-8257.5,9494.0,-9971.0,11304.0,24391.5,17397,27991,27054.25,26909.5,19635.0,13583.5,15675.0,4869.0,-21843.0,-16004.5,7702.0,-19479.0,12726.5,-19191.0,16268.5,1028.5,-27188.0,10225.5,1418.5,26191.5,6579.0,-819.0,42109.5,23066.0,-54808.0,32787
77)GAL,5016.0,14650.0,3820.0,9040.0,10848.0,17467.5,29308.5,18679.5,30588.0,16262.0,17222.5,17337.5,-17385.5,-4691.5,-20231.0,-8421.0,-9835.5,533.0,-839.5,-6236.5,11035.5,-6814.0,-5430.0,-11394.0,-7049.0,-4543.0,1283.0,19999.0,279,2679,5675.0,5502.0,4708.0,-3881.0,1108.5,665.0,-710.0,-4336.5,-2781.0,5648.5,4504.5,3036.5,868.5,8234.5,-6.0,-10517.0,-3463.0,-3435.0,7582.0,-7560.0,3126.5,24331.0,-899.0,6883
78)unk-35,50786.0,60119.0,60844.0,8796.0,19061.0,21579.0,14623.5,-11544.0,9195.5,3699.0,1956.0,-13647.0,-41224.0,-9246.5,-44326.5,-11073.0,-15271.5,13892.0,-417.0,-6456.0,2049.0,6018.0,246.5,-7459.5,18129.0,6358.0,34049.0,51841.0,13952,-7437,34854.5,33450.5,858.5,9587.5,1709.5,-2763.5,-22259.5,-20212.5,18165.5,-26912.5,43977.5,6959.5,-1582.0,-8649.5,-33426.5,4436.0,-27841.5,23701.5,878.5,10197.5,42855.5,-2280.0,-20071.0,8548
79)unk-36,31512.0,-9649.0,31080.0,24421.0,13302.0,18645.5,-2138.5,13439.0,-8576.0,-7020.5,-2220.5,-20572.0,-8056.5,-3916.5,-16442.0,-14478.75,-14273.0,3832.5,-5278.5,-17130.5,11813.0,-6277.25,2474.5,15283.0,-7276.0,23431.0,29708.0,-9317.0,-10229,-21803,-8369.5,1756.0,-15761.0,595.0,1276.0,7480.0,-7381.0,-2970.0,11010.5,-8590.0,12766.5,-14297.0,3321.5,-6691.0,-16232.5,-406.5,-10015.0,1364.0,-5837.5,4244.0,8391.0,-10413.0,-5148.0,7525
80)unk-37,-7428.0,1283.0,-35276.0,-5147.5,-257.0,-19937.0,-1547.0,-798.5,-2085.0,-1475.5,717.5,-3711.5,-1245.5,-773.0,-4943.5,-36.5,-2815.0,588.5,-1189.5,-1125.5,-580.5,-1059.0,4977.5,-989.0,-45.0,9357.0,2396.0,-7506.0,-10316,1132,-4740.5,-7028.0,7559.0,2141.0,-1826.5,-732.5,-2209.0,1120.0,-3055.0,-4911.5,143.5,-1463.0,1356.0,-2856.5,-8261.0,-1313.5,-1299.5,-1968.5,-1957.5,-706.0,4102.5,572.0,-2660.0,7887
81)GALOA,6408.0,-2068.0,8362.0,-122.5,-5398.5,6311.0,-7556.5,1564.5,331.5,-3011.0,137.0,-8481.0,-4471.5,-6176.5,-11003.5,-5889.5,-3866.5,1179.0,-2961.5,-1168.0,4873.0,-170.75,4628.0,-957.5,5183.5,4628.0,-661.0,4660.0,-7811,-483,6168.5,6515.5,6612.5,1536.0,2175.0,-8046.0,-8308.5,-6910.5,-8016.0,-7413.5,11607.5,1823.5,-2549.5,-1125.5,-8919.0,-5544.5,-4956.0,-2605.5,-3435.5,833.5,13401.5,1934.0,-11216.0,24297
83)unk-40,-5896.0,-2698.0,2925.0,-2958.5,-4513.5,-433.0,4469.5,2502.5,1638.5,-1671.5,-1618.0,-1592.0,-10109.0,-8330.0,-7055.0,-3192.0,178.5,3254.0,345.5,-277.5,3089.5,418.5,1466.0,3768.0,1677.0,5934.0,11723.0,-12511.0,58,-2029,-1646.0,1509.5,-1595.5,2493.5,-627.5,-1337.0,-3855.0,583.0,476.5,-645.5,3799.0,284.0,515.5,-4104.0,-2469.0,-2319.0,-3458.0,546.0,-1017.0,-320.5,7728.0,1448.0,-4149.0,11323
84)FA17:0,26095.0,26799.0,53962.0,13951.5,1523.0,16060.0,1136.5,-39895.5,-10519.0,2141.5,-21969.0,-9244.0,-10164.0,-4111.0,-14054.5,7374.5,17036.5,-16686.5,30292.0,-964.0,-19745.5,875.5,-21098.5,4215.5,-19938.0,14126.0,23366.0,28269.0,-18641,1186,26475.0,1106.5,46720.0,42723.5,10085.0,33977.5,-25082.5,50585.0,-8650.0,-28765.5,8126.0,6345.5,-1938.0,-13916.0,-28352.5,-23077.0,32612.0,-14562.5,35661.5,7573.0,30915.5,60201.0,7692.0,28559
