Label,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
SYNPCC7942_RS10205,3298,3888,2750,3424,3274,3400,1824,2646,2422
SYNPCC7942_RS10210,732,870,590,726,730,634,380,550,572
SYNPCC7942_RS10215,3345,3709,2778,3522,2790,2766,1658,2396,2643
SYNPCC7942_RS10220,98262,99247,93956,110857,86491,102884,68410,76472,78445
SYNPCC7942_RS10225,8655,9818,8414,7533,7966,7472,5682,5517,4832
SYNPCC7942_RS10230,5995,6566,5742,7257,5821,7043,5376,5708,5072
SYNPCC7942_RS10235,934,956,872,970,840,1060,760,732,670
SYNPCC7942_RS10240,2440,2760,2255,2693,2072,2521,1481,1938,2222
SYNPCC7942_RS10245,11599,11463,10223,11386,9451,10854,6739,7900,7838
SYNPCC7942_RS10250,186715,202564,181207,211170,173113,180634,111232,151734,171790
SYNPCC7942_RS10255,972,1052,918,978,918,840,584,798,728
SYNPCC7942_RS10260,16769,16628,15812,14333,11959,12432,9336,10967,10087
SYNPCC7942_RS10265,6312,6217,6310,6479,5480,6676,4640,5088,4364
SYNPCC7942_RS10270,1699,2047,1358,1686,1558,1548,792,1280,1262
SYNPCC7942_RS10275,2391,2174,1790,2270,1534,1914,1088,1402,1488
SYNPCC7942_RS10280,10986,10428,9735,12399,9644,10895,7690,9030,8964
SYNPCC7942_RS10285,1106,1274,923,1361,1180,956,562,1224,1242
SYNPCC7942_RS10290,4834,5422,4372,5296,4604,4903,2576,3786,3398
SYNPCC7942_RS10295,22266,26241,21650,20342,21535,22306,10293,14347,12214
SYNPCC7942_RS10300,115655,118682,104659,83584,78441,78677,98334,56156,50120
SYNPCC7942_RS10305,5050,5530,4542,4474,4071,3447,2578,3322,3116
SYNPCC7942_RS10310,2876,3048,2328,2288,2124,2312,1192,1472,1523
SYNPCC7942_RS10315,1734,1920,1398,1336,1308,1110,710,861,728
SYNPCC7942_RS10320,2022,2009,1552,1428,1318,1020,766,902,764
SYNPCC7942_RS10325,7703,7840,7309,7679,6001,7153,4530,4380,4041
SYNPCC7942_RS10330,3844,3952,3597,3419,3410,3352,1662,2246,1720
SYNPCC7942_RS10335,2644,3112,2452,2522,2754,2128,1410,1998,1708
SYNPCC7942_RS10340,6938,6436,5525,5215,4459,4197,3511,3296,3748
SYNPCC7942_RS10345,1885,2100,1628,1618,1480,1477,970,974,1068
SYNPCC7942_RS10350,410,376,298,344,290,272,138,174,218
SYNPCC7942_RS10355,4195,4096,3274,3688,3396,3224,1934,2592,2150
SYNPCC7942_RS10360,784,875,820,755,688,746,390,500,502
SYNPCC7942_RS10365,11528,10270,11410,10258,8122,8789,5334,6919,6772
SYNPCC7942_RS10370,22623,24508,19515,24637,21527,22011,12473,19058,19439
SYNPCC7942_RS10375,9102,9975,8234,9375,8054,8055,4183,6364,6482
SYNPCC7942_RS10380,2359,2564,2224,2010,1859,1770,1031,1156,1507
SYNPCC7942_RS10385,25431,26787,24938,25439,22359,26154,14091,16685,16169
SYNPCC7942_RS10390,801634,861228,955487,680117,624185,813703,893973,479023,453388
SYNPCC7942_RS10395,618561,704298,723198,485274,474197,550124,648096,356111,348654
SYNPCC7942_RS10400,8445,8635,8310,7430,6380,7934,4940,4287,4086
SYNPCC7942_RS10405,4463,4827,3656,5010,3982,3971,2112,3496,3714
SYNPCC7942_RS10410,2056,2311,1476,1580,1478,1086,806,1124,968
SYNPCC7942_RS10415,19395,19568,18632,20137,16210,19070,10555,12673,12478
SYNPCC7942_RS10420,6417,6495,6217,6238,5609,6691,4234,4612,4159
SYNPCC7942_RS10425,10520,11637,10769,11554,9870,11049,6061,8268,8929
SYNPCC7942_RS10430,11815,12260,11884,12371,10491,12447,9568,7302,7546
SYNPCC7942_RS10435,3819,4124,3492,3450,2976,2956,2344,2122,2062
SYNPCC7942_RS10440,1796,2036,1524,1486,1498,1088,858,1182,1246
SYNPCC7942_RS10445,62118,62097,49877,54189,50985,46479,37319,37814,27400
SYNPCC7942_RS10450,1412,1676,1212,1406,1232,1258,722,859,1006
SYNPCC7942_RS10455,6851,6723,5166,5448,4995,5771,3252,3166,3157
SYNPCC7942_RS10460,5326,5534,4376,4917,4539,4106,2266,3411,3257
SYNPCC7942_RS10465,12110,11669,9182,14956,10830,11935,6261,8779,9584
SYNPCC7942_RS10470,8200,8867,6376,9796,7978,7126,4578,6872,7908
SYNPCC7942_RS13805,462,384,418,406,378,392,196,282,280
SYNPCC7942_RS10475,5074,5479,4815,5610,4682,5115,3290,3786,4084
SYNPCC7942_RS10480,4205,4223,4038,4514,3305,3672,2141,2564,3416
SYNPCC7942_RS10485,15966,16466,16830,16711,13308,16372,8309,9741,10772
SYNPCC7942_RS10490,49409,49875,51041,44084,38781,45981,24806,27505,33712
SYNPCC7942_RS10495,72172,74668,75771,72705,61952,74489,43245,43784,49169
SYNPCC7942_RS10500,51477,54836,50395,48463,41854,45557,24167,29848,33316
SYNPCC7942_RS10505,29333,30409,30170,25169,22063,26065,14425,14791,16766
SYNPCC7942_RS10510,21276,23829,19820,19517,18680,19252,9417,13775,13098
SYNPCC7942_RS10515,17941,20639,17257,16930,17217,16347,7803,14861,15426
SYNPCC7942_RS10520,1919,2105,1529,1582,1446,1180,718,1353,1882
SYNPCC7942_RS10525,2519,3047,2090,2916,2342,2215,1172,2277,2184
SYNPCC7942_RS10530,2726,2756,2641,3278,2426,2826,1626,2110,2754
SYNPCC7942_RS10535,9096,8228,7482,8511,6229,6622,3382,4058,4046
SYNPCC7942_RS10540,14884,13849,11917,15304,11581,12101,5206,7587,8633
SYNPCC7942_RS10545,60519,52649,53635,57746,45241,52752,28461,28230,33923
SYNPCC7942_RS10550,10299,10472,8776,11153,9329,9785,6207,8814,9032
SYNPCC7942_RS10555,278673,317454,330014,240249,217084,267487,151849,122636,137053
SYNPCC7942_RS10560,2180,2286,2128,2448,1848,2132,1246,1395,1352
SYNPCC7942_RS10565,5598,5813,4767,4813,4779,4082,2782,3952,3306
SYNPCC7942_RS10570,1588,1966,1316,1410,1348,1154,856,1070,902
SYNPCC7942_RS10575,1891,2126,1492,1841,1682,1711,930,1380,1502
SYNPCC7942_RS10580,2677,3282,2508,3348,2697,2412,1922,2296,2502
SYNPCC7942_RS10585,8207,9129,7513,9945,8145,8858,2960,6208,7271
SYNPCC7942_RS10590,48481,50407,47409,52078,49861,55223,35314,42461,36419
SYNPCC7942_RS10595,11664,13179,10293,11473,10988,11303,6044,9021,8497
SYNPCC7942_RS10600,5261,5990,4574,4608,4012,3892,2940,2819,3142
SYNPCC7942_RS10605,6004,6718,5525,6167,5179,5159,3763,3648,3928
SYNPCC7942_RS10610,5626,6212,5390,5804,4768,5492,3614,3626,3798
SYNPCC7942_RS10615,1488,1770,1595,1609,1317,1620,1128,923,980
SYNPCC7942_RS10620,944,1106,818,1016,854,972,508,716,730
SYNPCC7942_RS10625,14286,13490,16974,15211,10889,16143,9298,7718,10128
SYNPCC7942_RS10630,1128,1172,1100,926,914,952,542,728,746
SYNPCC7942_RS10635,880,954,728,758,826,663,288,562,504
SYNPCC7942_RS10640,858,880,668,666,706,601,356,510,418
SYNPCC7942_RS10645,4850,4858,3522,4654,4184,4122,2222,3386,2518
SYNPCC7942_RS10650,3479,3503,2741,3598,2938,2592,1298,2104,1830
SYNPCC7942_RS10655,542,609,562,560,542,506,250,400,464
SYNPCC7942_RS10660,1916,1890,1846,1926,1806,1766,833,1154,1316
SYNPCC7942_RS10665,2236,2072,1845,2076,1446,1789,1048,1233,1482
SYNPCC7942_RS10670,1622,1607,1426,1040,952,1032,732,676,644
SYNPCC7942_RS10675,1254,1346,1184,700,812,792,654,494,356
SYNPCC7942_RS10680,3477,4154,3412,2072,2176,1927,1352,1528,1314
SYNPCC7942_RS10685,1132,1228,1168,1204,917,1362,618,708,730
SYNPCC7942_RS10690,15927,16782,15827,16687,14661,15985,8695,12243,11378
SYNPCC7942_RS10695,1963,2280,1812,2064,1870,1766,1052,1490,1632
SYNPCC7942_RS10700,1050,1083,944,962,1124,1030,490,850,660
SYNPCC7942_RS10705,1382,1468,1222,1644,1278,1394,868,1084,1322
SYNPCC7942_RS10710,82533,84722,77483,85902,77580,81102,43745,63374,55918
SYNPCC7942_RS10715,13596,14359,12210,16094,14879,15209,7710,12132,12602
SYNPCC7942_RS10720,146,122,96,94,86,88,72,130,202
SYNPCC7942_RS10725,3592,3890,4114,3784,3462,3780,2328,2186,2260
SYNPCC7942_RS10730,2280,2394,1922,2166,1910,1796,1104,1386,1460
SYNPCC7942_RS10735,14970,16154,13034,14657,13557,14212,7422,9827,9409
SYNPCC7942_RS10740,28938,29160,25886,29283,24570,26149,14219,19428,18570
SYNPCC7942_RS10745,345230,345921,287226,362461,265053,280771,150289,216894,206336
SYNPCC7942_RS10750,102077,99499,78954,98167,78508,71911,37719,65206,66819
SYNPCC7942_RS10755,120145,117039,101528,133307,104686,112203,54449,87349,85856
SYNPCC7942_RS10760,19391,20133,17817,20522,17198,18773,11927,15606,13506
SYNPCC7942_RS10765,3054,3540,2754,2710,2750,2054,1362,2218,2101
SYNPCC7942_RS10770,2264,2734,1902,2378,1953,1986,1410,1662,1360
SYNPCC7942_RS10775,9562,9210,9974,11569,7490,9876,6972,6033,7222
SYNPCC7942_RS10780,8001,7062,7562,11051,6656,7534,6494,6888,9813
SYNPCC7942_RS10785,15967,18156,15648,29131,24543,27241,6407,25466,21039
SYNPCC7942_RS10790,11869,12837,11184,14009,11876,11604,6724,10929,11886
SYNPCC7942_RS10795,8388,7637,8359,9801,6402,8779,5039,5875,6537
SYNPCC7942_RS10800,3699,3657,3509,4450,3622,3982,2475,2988,3275
SYNPCC7942_RS10805,11975,12357,9360,11338,11269,11359,5851,9421,7227
SYNPCC7942_RS10810,1170,1283,1036,1240,1184,1080,636,1078,896
SYNPCC7942_RS10815,9199,10519,7180,8009,8704,7139,4012,7004,5688
SYNPCC7942_RS10820,4251,4300,3994,4213,3344,4089,2092,2778,3480
SYNPCC7942_RS10825,4090,4620,3352,4441,3974,3439,2010,3466,2793
SYNPCC7942_RS10830,1999,2257,1888,2013,1758,1720,1046,1430,1506
SYNPCC7942_RS10835,4496,4977,4015,4399,3787,3424,2311,3190,3575
SYNPCC7942_RS10840,73178,85566,76502,65528,63049,69204,49710,53814,50185
SYNPCC7942_RS10845,6046,5843,6185,5822,5213,5329,4023,4685,4595
SYNPCC7942_RS10850,4801,4260,4044,4174,3685,4268,2122,2640,2735
SYNPCC7942_RS14080,216,148,164,192,194,210,116,92,164
SYNPCC7942_RS10855,2174,1900,1905,1928,1774,1978,1210,1112,1126
SYNPCC7942_RS10860,638,618,622,660,548,556,286,456,474
SYNPCC7942_RS13810,52,30,30,60,34,34,24,20,30
SYNPCC7942_RS10865,224,234,216,234,222,190,118,152,208
SYNPCC7942_RS10870,3962,3724,3590,4551,3202,4154,2585,3065,3142
SYNPCC7942_RS10875,5031,5523,4603,5429,4270,4567,2876,3601,3891
SYNPCC7942_RS10880,48594,48911,47485,56951,40417,48759,30750,34346,42775
SYNPCC7942_RS10890,1178,1530,1036,1018,1034,1094,570,716,810
SYNPCC7942_RS10895,1757,1788,1502,1560,1312,1352,792,900,986
SYNPCC7942_RS10900,2164,2084,2118,2250,1760,1948,1222,1414,1454
SYNPCC7942_RS10905,1342,1558,1220,1792,1350,1348,774,1122,1320
SYNPCC7942_RS10915,13295,14210,12823,14617,12171,13365,7540,9825,9866
SYNPCC7942_RS10920,26409,27056,25703,29958,23969,28526,16081,19115,19035
SYNPCC7942_RS10925,7941,7292,6340,7662,6249,7145,3608,4455,4014
SYNPCC7942_RS10930,12101,11266,11303,10819,9874,11226,6968,6594,6393
SYNPCC7942_RS10935,8979,8858,8538,9105,7175,8290,5940,5324,6078
SYNPCC7942_RS10940,1244,1233,1074,1146,1048,1180,728,850,702
SYNPCC7942_RS10945,1588,1682,1498,1631,1543,1236,1068,1109,1186
SYNPCC7942_RS10950,2613,2725,2250,2380,2314,2310,1397,1656,1708
SYNPCC7942_RS10955,84589,87495,91187,72224,65845,83839,46053,53480,49401
SYNPCC7942_RS10965,46938,50404,43646,33332,32486,29983,29359,23099,18775
SYNPCC7942_RS10970,2038,2110,1680,1752,1511,1602,1110,1148,1126
SYNPCC7942_RS10975,13731,14420,11704,10430,9779,9555,10179,6355,5902
SYNPCC7942_RS10980,3154,3097,2887,2446,2138,2718,1940,1330,1266
SYNPCC7942_RS10985,502,456,412,504,392,422,212,222,260
SYNPCC7942_RS10990,376,374,280,344,336,296,168,206,216
SYNPCC7942_RS10995,2692,2659,2173,2163,2030,2011,1318,1306,988
SYNPCC7942_RS11000,1700,1924,1316,2034,1942,1561,610,1813,1586
SYNPCC7942_RS11005,726,800,796,813,692,592,376,512,426
SYNPCC7942_RS11010,546,620,408,752,554,684,260,488,544
SYNPCC7942_RS11015,606,626,580,706,720,736,302,462,458
SYNPCC7942_RS11020,12838,13394,11946,13470,12422,12691,6438,10541,10849
SYNPCC7942_RS11025,34278,33514,33449,32736,28234,32457,18535,22762,24894
SYNPCC7942_RS11030,1492,1478,1398,1374,1211,1178,556,826,764
SYNPCC7942_RS11035,240481,217680,204295,253931,214653,209837,133811,169031,151436
SYNPCC7942_RS11040,98908,88711,79993,102729,86039,86670,43079,72797,58829
SYNPCC7942_RS11045,134745,129764,112381,153704,123284,112011,59020,97120,93682
SYNPCC7942_RS11050,253139,241465,213177,280150,212285,202757,110594,178792,185511
SYNPCC7942_RS11055,341997,326565,308153,255243,229356,218163,180549,158316,130073
SYNPCC7942_RS11060,1854,1981,1644,1860,1788,1888,1018,1335,1256
SYNPCC7942_RS11065,5504,5850,4556,6015,5086,5291,3323,4178,3828
SYNPCC7942_RS11070,8633,8341,7731,9104,7235,7089,4520,6059,6393
SYNPCC7942_RS11075,16882,16973,13166,18156,14257,14568,8425,12574,10777
SYNPCC7942_RS11080,86304,83948,74727,91241,75312,80883,51231,62524,47717
SYNPCC7942_RS11085,13694,15579,13640,14595,12744,12559,7033,10305,10201
SYNPCC7942_RS11090,294,397,266,370,268,286,150,247,282
SYNPCC7942_RS11095,4234,4535,3724,3892,3780,3776,1876,2797,2840
SYNPCC7942_RS11100,5081,4771,5144,5870,4202,5484,3448,3409,3706
SYNPCC7942_RS11105,6880,7109,8190,10154,7578,10543,4233,5764,7239
SYNPCC7942_RS11110,1830,2122,1792,1812,1548,1832,1046,1312,1416
SYNPCC7942_RS11115,4044,4132,4286,3787,3280,3940,2834,2416,2727
SYNPCC7942_RS11120,8368,8945,7859,10761,7859,9011,6546,8136,9556
SYNPCC7942_RS14085,1060,1177,948,913,864,780,530,614,598
SYNPCC7942_RS11125,11800,12325,9879,12328,10513,9107,5946,7846,8428
SYNPCC7942_RS11130,1104,1182,1034,1215,925,1058,529,760,624
SYNPCC7942_RS11135,15774,14903,15554,16100,11839,13370,7085,8651,10177
SYNPCC7942_RS11140,5947,6009,5818,7018,5406,6755,3192,3790,3904
SYNPCC7942_RS11145,356,394,332,366,304,296,150,244,250
SYNPCC7942_RS11150,2906,3346,2607,2716,2476,2432,1150,1882,1912
SYNPCC7942_RS11155,2920,2974,2796,2854,2538,2858,1536,1832,2134
SYNPCC7942_RS11160,3704,3669,3193,3181,2983,3250,1729,2188,2046
SYNPCC7942_RS11165,1874,1792,1686,1742,1530,1796,1032,1034,1094
SYNPCC7942_RS11170,12598,12915,12631,11887,10548,11628,5918,7336,7855
SYNPCC7942_RS11175,8744,8516,10060,10543,7428,9337,6498,5316,5956
SYNPCC7942_RS11180,340,422,294,386,286,304,144,148,238
SYNPCC7942_RS11185,8482,8714,8663,10194,7231,8958,4250,5236,6364
SYNPCC7942_RS11190,8569,8645,7352,7942,7024,7308,3540,5262,5469
SYNPCC7942_RS11195,5374,5908,4816,5144,4918,4803,3005,3416,3548
SYNPCC7942_RS11200,35415,35624,35659,35942,30851,44493,24175,24186,22633
SYNPCC7942_RS11205,18652,19421,18021,17009,15211,16251,10841,11930,11918
SYNPCC7942_RS11210,37303,37601,36347,36145,31228,37442,24981,26460,24594
SYNPCC7942_RS11215,98611,95725,98751,98954,83991,121142,72344,71483,64935
SYNPCC7942_RS11220,23454,24011,23162,21581,19110,21528,15160,15908,16327
SYNPCC7942_RS11225,76938,78664,73188,72060,63878,81739,52112,55519,49563
SYNPCC7942_RS11230,23596,25666,22261,22463,20149,24521,16263,16942,15797
SYNPCC7942_RS11235,22100,23410,21033,21581,20145,21378,14186,17294,15468
SYNPCC7942_RS13815,24938,25947,22515,24571,21964,27888,14983,19725,17650
SYNPCC7942_RS11240,10512,10801,9961,10846,9155,9978,6343,8322,8546
SYNPCC7942_RS11245,46121,47765,43876,45794,42490,46350,31143,37266,33330
SYNPCC7942_RS11250,19540,18760,17669,20941,16510,19964,13155,13535,13550
SYNPCC7942_RS11255,18976,19393,16357,17511,14083,14841,11332,12217,13214
SYNPCC7942_RS11260,16542,16941,15867,15199,12406,13375,9441,11069,11479
SYNPCC7942_RS11265,32761,30345,29318,32968,24423,29207,20752,20294,20502
SYNPCC7942_RS11270,18054,17496,15842,18293,13880,16282,11487,11227,11215
SYNPCC7942_RS11275,30003,28280,27267,29574,22280,26639,19294,17957,18066
SYNPCC7942_RS11280,39684,36332,36710,40138,30053,43548,25585,24433,22131
SYNPCC7942_RS11285,20086,18137,18511,18837,14659,18263,11965,11088,11505
SYNPCC7942_RS11290,9806,9617,8230,8861,6709,7330,5490,5162,5927
SYNPCC7942_RS11295,7930,7871,7200,7286,5636,6466,4701,4289,4711
SYNPCC7942_RS11300,28676,27990,26671,27705,21470,26036,17375,17456,16666
SYNPCC7942_RS11305,19492,20402,18450,19405,15658,18476,11488,12192,12424
SYNPCC7942_RS11310,18344,17772,16790,17944,13594,17061,11527,11134,11054
SYNPCC7942_RS11315,7176,7094,6835,6917,5380,6524,4774,4599,4428
SYNPCC7942_RS11320,27122,26978,23619,22925,19066,19244,15199,14940,16674
SYNPCC7942_RS11325,12250,11671,11071,10878,9107,11001,7376,7113,6887
SYNPCC7942_RS11330,22912,22271,20932,19441,16597,19859,12654,13089,12468
SYNPCC7942_RS11335,22550,21349,20886,18216,17872,22187,11257,14601,12810
SYNPCC7942_RS11345,4356,5013,4107,3822,3356,3109,2630,2414,2540
SYNPCC7942_RS11350,866,954,622,790,646,562,370,514,480
SYNPCC7942_RS11355,4102,4496,3750,3936,3932,3808,1954,2952,2600
SYNPCC7942_RS11360,929,884,896,856,734,956,518,510,544
SYNPCC7942_RS11365,5381,5651,6002,5228,4518,4954,2766,2720,3042
SYNPCC7942_RS11370,3131,2950,2752,3296,2708,3252,2170,2254,2432
SYNPCC7942_RS11375,9092,9241,8264,11468,8544,10431,6744,8472,8916
SYNPCC7942_RS13820,5886,5820,5614,7368,5160,6497,3940,4905,5800
SYNPCC7942_RS11385,7531,8540,6500,8170,7530,6743,3793,5828,5495
SYNPCC7942_RS11390,397,349,292,372,248,330,178,188,232
SYNPCC7942_RS11395,26162,27557,24469,22700,20216,21790,15521,15221,14089
SYNPCC7942_RS11400,22709,25485,23270,18492,18164,15662,14908,13409,12855
SYNPCC7942_RS11405,3542,3761,3067,3620,3092,3238,1666,2362,2232
SYNPCC7942_RS11410,5408,5824,4885,5289,4797,4725,2624,3750,3425
SYNPCC7942_RS11415,207159,226045,282285,238986,180865,233207,117298,106476,83281
SYNPCC7942_RS11420,21252,20917,17340,14114,12019,10561,7240,7065,5539
SYNPCC7942_RS11425,26511,26966,27299,19781,19228,21938,16439,12778,10019
SYNPCC7942_RS11430,1252,1260,1080,1072,1016,1020,654,802,656
SYNPCC7942_RS11435,1601,1720,1168,1382,1342,1274,559,994,904
SYNPCC7942_RS11440,1908,1926,1476,1981,1528,1502,834,1224,1434
SYNPCC7942_RS14195,2844,2936,2197,3004,2193,2124,1320,1722,1802
SYNPCC7942_RS11450,79808,76430,70966,86227,66024,75053,36588,48212,46779
SYNPCC7942_RS11455,20044,21082,19249,18791,16204,19541,11728,11297,11031
SYNPCC7942_RS11460,98389,95719,121765,95731,76342,114062,63333,38351,37146
SYNPCC7942_RS11465,80421,77816,77726,57563,50937,56278,41616,34532,34640
SYNPCC7942_RS11470,1797,2200,1625,2511,2084,2456,960,1825,1972
SYNPCC7942_RS13830,7260,7540,6690,7770,6109,7532,3862,4918,5388
SYNPCC7942_RS11475,12127,14008,10668,13477,12729,11748,5990,10882,8448
SYNPCC7942_RS11480,3968,4025,3454,3606,3061,2821,1714,2725,2823
SYNPCC7942_RS11485,1576,1738,1262,1598,1344,1244,750,1186,1312
SYNPCC7942_RS14095,1223,1462,1217,1446,1168,1410,688,982,937
SYNPCC7942_RS11490,2810,2671,2197,3110,2382,2642,1430,1968,1774
SYNPCC7942_RS11495,15585,15837,14298,15178,12633,15208,7909,9897,9075
SYNPCC7942_RS11500,6846,7658,5926,6662,6268,5665,2988,5267,4636
SYNPCC7942_RS11505,30452,33721,28431,34062,31236,30410,11975,25974,25150
SYNPCC7942_RS11510,13047,14583,13329,17349,12517,13792,8609,11127,14277
SYNPCC7942_RS11515,1906,2028,1641,1848,1746,1664,786,1336,1416
SYNPCC7942_RS11520,35780,38066,35405,35010,30532,46077,21187,19246,19630
SYNPCC7942_RS11525,4062,4591,3435,3966,3678,3582,1526,2298,2133
SYNPCC7942_RS11530,4827,4802,3666,4780,4172,3612,2059,3614,3420
SYNPCC7942_RS11535,3277,3296,2780,3698,2966,3202,1570,2447,2753
SYNPCC7942_RS11540,4743,4573,4189,4685,3879,4415,2670,3204,3469
SYNPCC7942_RS11545,958,868,910,1038,830,938,456,610,676
SYNPCC7942_RS11550,3130,3128,2942,3370,2974,3550,1964,2320,2508
SYNPCC7942_RS11555,17864,19074,16916,17801,15553,16549,9511,13195,13911
SYNPCC7942_RS11565,478,576,436,402,292,332,216,244,276
SYNPCC7942_RS11570,1012,988,974,860,820,892,382,668,718
SYNPCC7942_RS11575,542,641,580,416,346,428,262,266,252
SYNPCC7942_RS11580,10987,10462,10965,11227,9109,11022,6046,6808,6162
SYNPCC7942_RS11585,21676,25251,23866,16411,15159,15978,8035,8990,8594
SYNPCC7942_RS11590,9823,11141,9313,10578,10589,11226,7003,9011,7415
SYNPCC7942_RS11595,5725,6830,4968,5016,5844,4752,2596,4550,3262
SYNPCC7942_RS11600,13236,13502,13096,13823,12492,13713,7094,9509,9960
SYNPCC7942_RS11605,1064,1076,734,872,750,692,528,626,722
SYNPCC7942_RS11610,3731,4258,3318,4524,4172,4436,2168,4028,4622
SYNPCC7942_RS11615,8188,9896,8320,11629,8775,8952,5460,8852,11449
SYNPCC7942_RS11620,1102,1180,872,1224,1028,958,462,772,699
SYNPCC7942_RS11625,5970,6185,5590,5645,4668,5015,3004,3458,3894
SYNPCC7942_RS11630,5056,5336,4869,5062,4289,4607,2899,3264,3428
SYNPCC7942_RS11635,11884,12694,11475,11112,9274,9671,6559,6914,8202
SYNPCC7942_RS11640,1540,1648,1216,1514,1224,1076,698,1022,1102
SYNPCC7942_RS11645,4596,4817,4005,4962,4271,4573,2573,3487,3798
SYNPCC7942_RS11650,23916,27031,23441,29653,26818,28722,13785,23769,19799
SYNPCC7942_RS11655,2083,2414,2097,2846,2384,2856,1202,1919,1647
SYNPCC7942_RS11660,1908,1900,1924,1930,1550,1824,1048,1172,1210
SYNPCC7942_RS11665,1060,1094,1016,928,818,948,534,636,666
SYNPCC7942_RS11670,3935,4186,3953,4374,3662,3964,2076,2803,2874
SYNPCC7942_RS11675,102021,108421,116359,120107,97158,109674,56167,77717,76248
SYNPCC7942_RS11680,597,752,612,580,612,594,320,436,464
SYNPCC7942_RS11685,39782,45188,37350,38153,35744,33795,22187,30384,28070
SYNPCC7942_RS11690,17043,18808,16093,15938,16111,14661,8900,13925,11114
SYNPCC7942_RS11695,23850,23703,28585,28338,19745,34655,17490,13886,18103
SYNPCC7942_RS11700,7099,7584,8096,7229,5702,8178,4454,4428,5696
SYNPCC7942_RS11705,1382,1758,1524,1347,1419,1471,714,956,1130
SYNPCC7942_RS11710,5393,5606,4425,5536,4546,5113,2462,3784,3570
SYNPCC7942_RS11715,3513,3293,3375,3006,2398,2612,1622,1656,1594
SYNPCC7942_RS11720,18068,15045,18352,16844,11817,12934,11530,5897,5615
SYNPCC7942_RS11725,24789,20508,24503,20760,16577,19085,13771,8172,7479
SYNPCC7942_RS11730,12737,12131,11460,14230,10107,11979,7045,7244,7353
SYNPCC7942_RS11735,28065,29731,24792,33456,30477,18838,17089,25165,14429
SYNPCC7942_RS11740,5054,5689,4428,4808,4849,4884,2440,3803,3648
SYNPCC7942_RS11745,50,70,46,56,36,42,24,40,36
SYNPCC7942_RS11750,7232,8552,6778,9026,7719,7972,5255,6690,7181
SYNPCC7942_RS11755,1346,1404,1142,1376,1332,1324,704,981,890
SYNPCC7942_RS11760,539269,474258,501630,457578,392705,361950,420230,358444,265364
SYNPCC7942_RS11765,172338,129919,186933,166655,114337,139091,173795,97169,79728
SYNPCC7942_RS11770,74888,76747,58378,47493,46060,38239,42652,33079,25247
SYNPCC7942_RS11775,9881,10971,7755,6625,6335,4933,5419,4566,4092
SYNPCC7942_RS11780,23982,24720,23848,24309,19730,24095,12395,15804,18753
SYNPCC7942_RS11785,1660,1558,1691,1588,1326,1466,1000,956,1062
SYNPCC7942_RS11790,910,1020,772,938,785,1084,484,616,558
SYNPCC7942_RS11795,692,718,662,716,650,748,352,402,394
SYNPCC7942_RS11800,15070,15519,15287,14990,11980,14041,11252,8957,10158
SYNPCC7942_RS11805,4817,5212,4466,4560,4335,4082,2952,3631,3459
SYNPCC7942_RS11810,1622,1806,1344,1634,1347,1294,804,1129,1450
SYNPCC7942_RS11815,7494,8294,6406,8070,6654,6067,3762,5785,6654
SYNPCC7942_RS11820,10308,9795,8224,11425,8773,8770,3857,7343,8373
SYNPCC7942_RS11825,28469,27561,31599,36735,23689,33567,15972,17244,27665
SYNPCC7942_RS11830,4271,4009,4174,5172,3988,5012,2041,2998,3938
SYNPCC7942_RS11835,2180,2184,1964,2496,1950,2146,1020,1610,1582
SYNPCC7942_RS11840,2906,3120,2486,3133,2392,2427,1908,1882,1922
SYNPCC7942_RS11845,7639,8106,6776,7462,6860,6982,4608,5578,5198
SYNPCC7942_RS11850,143338,130093,119110,132009,107690,122904,124659,81688,69586
SYNPCC7942_RS11855,39281,39830,34614,34762,29548,28299,35376,22434,20514
SYNPCC7942_RS11860,64748,66303,67510,67856,55216,67308,35082,35999,38118
SYNPCC7942_RS11865,66788,71392,75588,72835,62341,74570,38440,39267,39656
SYNPCC7942_RS11870,60687,62262,67775,69081,54533,67609,35128,35301,38289
SYNPCC7942_RS14100,81662,84834,99765,113831,85659,123167,57246,60986,74519
SYNPCC7942_RS11875,5808,5937,4868,5821,4994,5212,2471,3638,3018
SYNPCC7942_RS11880,34151,33461,28473,42823,33021,33512,18160,31416,30013
SYNPCC7942_RS11885,6931,7499,5343,8370,6540,5865,3414,6155,6152
SYNPCC7942_RS11890,14973,16981,14454,16668,14546,15016,8895,12047,12013
SYNPCC7942_RS11895,2744,3310,2182,2546,2470,2384,1468,1872,1790
SYNPCC7942_RS11900,48583,52450,49786,28601,31197,28175,44942,22077,18945
SYNPCC7942_RS11905,7657,8164,6993,4269,4370,4194,6638,3392,3007
SYNPCC7942_RS11910,13722,13658,14355,13221,9921,12100,9562,7532,8500
SYNPCC7942_RS11915,11999,12539,10880,11055,10703,9339,5880,10100,11037
SYNPCC7942_RS11920,9748,9578,9682,9566,7590,8733,5862,5922,6150
SYNPCC7942_RS11925,19918,20716,18159,23084,19223,21759,13305,17030,16452
SYNPCC7942_RS11930,4520,4726,4126,4027,3881,4295,2296,2608,2696
