Label,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
SYNPCC7942_RS05140,319014,322206,330403,226708,215274,232301,218899,148225,123511
SYNPCC7942_RS05145,15435,16910,14495,14406,14015,16068,8966,10724,8918
SYNPCC7942_RS05150,200,236,160,198,188,134,78,126,170
SYNPCC7942_RS05155,432,398,382,386,430,424,223,258,224
SYNPCC7942_RS05160,3236,3632,2713,3366,3924,3786,1716,3129,2222
SYNPCC7942_RS05170,4916,4558,4309,4582,3913,3816,2424,2932,2662
SYNPCC7942_RS05175,1114,1194,1004,1094,1088,1110,618,872,916
SYNPCC7942_RS05180,1208,1294,940,1166,1000,1024,522,762,836
SYNPCC7942_RS05185,5851,6282,5430,7132,5014,5574,3843,4156,5768
SYNPCC7942_RS05190,3963,3740,3294,3786,3122,3567,1613,2282,2416
SYNPCC7942_RS05195,3567,4006,3088,3561,3304,2926,1450,2426,2530
SYNPCC7942_RS05205,2278,2285,1990,1970,1722,1392,810,1288,1534
SYNPCC7942_RS05210,82775,82690,75428,83163,66073,72940,39852,49815,51037
SYNPCC7942_RS05215,59718,61131,53019,61889,51718,54656,25673,37833,35496
SYNPCC7942_RS05220,9161,9607,7989,10756,7855,9002,4549,6071,5794
SYNPCC7942_RS05230,5906,5940,4948,7358,5545,6150,2653,4152,5101
SYNPCC7942_RS05235,1556,1934,1296,1556,1502,1566,726,1094,994
SYNPCC7942_RS05240,9504,9631,9401,8634,7427,7778,4985,4938,6087
SYNPCC7942_RS05245,1498,1712,1272,1450,1252,1298,730,982,932
SYNPCC7942_RS05250,2494,2658,2336,2548,2336,2475,1366,1784,1921
SYNPCC7942_RS05255,4945,5346,4556,6283,4368,4329,3194,3936,5832
SYNPCC7942_RS13730,6083,6462,6148,7585,5078,5524,3640,4439,6171
SYNPCC7942_RS05260,3125,3088,2790,3150,2714,3268,1791,2224,2264
SYNPCC7942_RS05265,1645,1766,1372,1422,1445,1242,798,1284,1482
SYNPCC7942_RS05270,11581,11977,10372,13095,10086,11623,6443,9195,9721
SYNPCC7942_RS05275,670,814,658,918,752,878,402,600,548
SYNPCC7942_RS05280,2922,3720,2540,3853,2904,2616,1826,2098,2592
SYNPCC7942_RS05285,11074,10683,10955,12181,8845,11030,7707,6633,7128
SYNPCC7942_RS05290,17080,17425,15619,17314,14256,13424,8566,11774,11645
SYNPCC7942_RS05300,20388,19878,22377,18363,13882,16855,9495,8196,8607
SYNPCC7942_RS05305,11224,11354,11778,9352,7718,9761,5008,4904,4374
SYNPCC7942_RS05310,5134,5091,4811,4684,4059,4416,2166,2678,2701
SYNPCC7942_RS05315,4618,4976,4336,6152,4554,4996,2798,3926,4486
SYNPCC7942_RS05320,20505,21786,25875,27871,11852,16607,17549,8570,13148
SYNPCC7942_RS05325,8164,8755,6920,8343,7920,7018,3480,5966,5680
SYNPCC7942_RS05330,706,740,612,774,586,678,462,558,456
SYNPCC7942_RS05335,464,584,414,420,392,368,204,214,262
SYNPCC7942_RS05340,4362,4544,4970,5167,3468,4870,3549,2298,3392
SYNPCC7942_RS13985,638,616,608,728,520,666,482,384,416
SYNPCC7942_RS05345,1544,1721,1402,1041,1490,1135,924,906,914
SYNPCC7942_RS05350,2588,3182,2546,2464,2336,2282,1621,1592,1680
SYNPCC7942_RS05355,8274,8868,8394,10062,7543,8634,5265,5024,5548
SYNPCC7942_RS05360,6647,6860,6096,7128,6224,6803,3778,4725,4688
SYNPCC7942_RS05365,2958,2978,2488,2622,2602,2483,1723,1932,2228
SYNPCC7942_RS05370,694841,693260,654336,406696,428337,373743,725113,314065,284558
SYNPCC7942_RS05375,839823,822899,826854,572774,558111,636995,970727,433351,347898
SYNPCC7942_RS05380,125328,126351,119081,87373,85873,80839,137493,65921,56634
SYNPCC7942_RS05385,196846,192780,191207,145893,130015,139961,225501,99385,87734
SYNPCC7942_RS05390,60182,56266,54918,46398,40139,46788,69817,30133,23838
SYNPCC7942_RS05395,207767,203747,204220,122257,129803,113187,180645,102067,90513
SYNPCC7942_RS05400,67185,70744,68698,55659,58351,69983,88354,37293,27637
SYNPCC7942_RS05405,1985,2292,1675,1449,1537,1284,1198,1083,1020
SYNPCC7942_RS05410,880,1074,740,794,716,704,600,510,560
SYNPCC7942_RS05415,24300,26741,23517,25830,24655,26698,12648,17713,17146
SYNPCC7942_RS05420,15153,15841,13773,16987,14474,17524,7956,11197,11864
SYNPCC7942_RS05425,1250,1326,1126,1237,1052,924,524,830,898
SYNPCC7942_RS05430,97209,98645,91890,107618,74377,74779,59687,65438,80234
SYNPCC7942_RS05435,1864,1984,1480,1750,1696,1556,860,1180,1196
SYNPCC7942_RS05440,226,226,238,150,146,132,100,110,108
SYNPCC7942_RS05445,2092,1932,1852,2016,1534,1701,924,1300,1598
SYNPCC7942_RS05450,9551,9050,8924,10758,8537,9379,4632,6988,8451
SYNPCC7942_RS05455,2796,2575,2616,2872,2106,2033,1162,1920,2564
SYNPCC7942_RS05460,7973,7340,8015,8612,7262,9338,3970,5042,5083
SYNPCC7942_RS05465,24495,23704,24638,26999,21749,26293,12430,17069,14991
SYNPCC7942_RS05475,1844,1938,1674,2140,1578,1920,806,1444,1422
SYNPCC7942_RS05480,14523,15136,13278,12056,11500,12959,7643,8641,7221
SYNPCC7942_RS05485,2710,3019,2483,2924,2530,2861,1446,1988,2048
SYNPCC7942_RS05490,2894,3204,2848,3056,2992,3172,1794,2532,2354
SYNPCC7942_RS05495,10252,11157,10992,11402,9230,10218,6701,7989,9117
SYNPCC7942_RS05500,864,974,612,846,796,676,436,444,474
SYNPCC7942_RS05505,2904,2780,2634,2920,1745,2410,1054,1286,1242
SYNPCC7942_RS05510,1744,1556,1451,1286,944,1084,506,688,760
SYNPCC7942_RS05515,982,926,850,854,542,826,354,598,530
SYNPCC7942_RS05520,2680,2526,2606,1647,1216,1934,711,948,840
SYNPCC7942_RS05525,754,880,786,870,690,752,408,524,616
SYNPCC7942_RS05530,13742,14340,14325,17541,13687,16182,9400,12594,15232
SYNPCC7942_RS05535,10106,10598,9761,10976,10478,10888,4499,9092,8946
SYNPCC7942_RS05545,3314,2939,2801,2695,2325,2540,1506,1718,1772
SYNPCC7942_RS05550,6328,5664,5180,6267,4642,5265,3130,4185,4218
SYNPCC7942_RS05555,8731,8190,7296,9046,7178,8139,4088,6484,6854
SYNPCC7942_RS05560,12598,12579,9240,10995,10972,10468,5498,8302,6562
SYNPCC7942_RS05565,366,400,278,334,306,258,166,180,212
SYNPCC7942_RS05570,14706,15399,13695,13256,11941,13259,7225,7974,7679
SYNPCC7942_RS05575,12576,13554,10672,10369,10566,9836,6284,7417,6680
SYNPCC7942_RS05580,4981,4931,4163,4474,4036,3845,2390,3030,2754
SYNPCC7942_RS05585,129259,125940,120430,122756,101108,124587,104752,87688,67472
SYNPCC7942_RS05590,33869,25990,38862,37554,21527,26986,26922,17535,19731
SYNPCC7942_RS05595,4617,4983,3805,4568,4008,3755,3888,2930,2632
SYNPCC7942_RS05600,2020,2328,1849,2380,2014,2354,1254,1608,1890
SYNPCC7942_RS14160,8636,9647,10207,8714,6478,8805,13951,5678,6011
SYNPCC7942_RS05605,1492,1514,1248,1274,1190,1332,690,716,660
SYNPCC7942_RS05610,1992,2250,1761,1838,1810,1702,904,1246,1080
SYNPCC7942_RS05615,1475,1684,1452,1598,1378,1224,872,994,880
SYNPCC7942_RS05620,6052,5646,6595,6335,4217,4955,2605,2484,3343
SYNPCC7942_RS05625,141866,132770,141051,165276,118919,162349,59030,77706,84629
SYNPCC7942_RS05630,1576,1846,1550,1742,1600,1524,944,1238,1174
SYNPCC7942_RS05635,884,1140,888,992,900,836,638,798,786
SYNPCC7942_RS05640,7778,7684,6627,8513,7693,7840,3161,5673,5060
SYNPCC7942_RS05645,44555,40921,45927,54075,35135,40274,37465,32062,34378
SYNPCC7942_RS05650,2623,3111,2308,2844,2442,2393,1478,2244,1958
SYNPCC7942_RS05655,1374,1418,1122,1208,1186,1058,660,910,802
SYNPCC7942_RS05660,7733,8286,6793,6952,7229,6664,3168,5854,4851
SYNPCC7942_RS05665,4185,4774,3606,3731,4039,3841,2128,3153,2686
SYNPCC7942_RS05670,2156,2042,2020,2056,1732,1868,1150,1142,1140
SYNPCC7942_RS05675,5413,6032,5672,5899,5003,6193,3454,4433,4906
SYNPCC7942_RS05680,2106,2060,2329,1660,1506,2016,1576,1110,1193
SYNPCC7942_RS05685,1424,1626,1323,1502,1337,1664,812,1052,1172
SYNPCC7942_RS05690,13755,13426,12984,10999,10121,9893,5342,6165,7248
SYNPCC7942_RS05695,3002,2864,2579,2739,2554,2476,1304,1941,1782
SYNPCC7942_RS05700,3136,3253,2651,3048,2733,2768,1565,2248,2025
SYNPCC7942_RS05705,4438,5330,4366,4181,3873,3648,2312,3290,3085
SYNPCC7942_RS05710,5606,6182,5241,5140,4639,4882,3302,3716,3452
SYNPCC7942_RS05715,3144,3614,2896,2615,2349,2014,1590,1790,1787
SYNPCC7942_RS05720,15221,17922,13315,12038,12568,10169,7684,9472,6472
SYNPCC7942_RS05725,2100,2037,1668,1612,1458,1441,811,1169,1139
SYNPCC7942_RS05730,2945,2669,2375,2609,2374,2450,1242,2026,1892
SYNPCC7942_RS05735,1112,1098,1064,1274,966,1028,560,812,914
SYNPCC7942_RS05740,3675,3882,2566,4583,3380,2710,2197,2696,2692
SYNPCC7942_RS05745,17601,19895,16641,19590,18715,19266,11253,16896,15775
SYNPCC7942_RS13735,25340,25020,23862,28445,23326,30945,16707,18202,14978
SYNPCC7942_RS05750,12468,12519,11964,11227,10625,12833,7984,9032,7348
SYNPCC7942_RS05755,18463,19843,17138,19711,16183,19410,11656,12050,12626
SYNPCC7942_RS05760,19229,22345,17545,19455,18685,17327,12305,14793,14885
SYNPCC7942_RS05765,10936,11979,9332,11705,10606,11147,5496,8606,8061
SYNPCC7942_RS05770,20179,22841,18827,20526,19176,17792,10408,15892,18603
SYNPCC7942_RS05775,1382,1453,1227,1614,1178,1704,758,1164,1722
SYNPCC7942_RS05780,4991,5290,4712,6072,5343,6227,2994,4923,4398
SYNPCC7942_RS05785,15128,16370,13725,15701,15204,14792,7400,11800,9191
SYNPCC7942_RS05790,2328,2142,2252,2012,1570,1859,1256,1156,1372
SYNPCC7942_RS05795,1576,1468,1363,1428,1236,1398,794,982,1074
SYNPCC7942_RS05800,1329,1236,1170,1318,1188,1378,728,884,950
SYNPCC7942_RS05805,1114,1152,1085,1250,1002,1408,674,818,832
SYNPCC7942_RS13990,776,638,614,684,744,706,410,550,604
SYNPCC7942_RS13995,660,644,646,582,572,484,412,606,636
SYNPCC7942_RS14000,2270,1998,2104,2719,2186,3210,1780,1878,2114
SYNPCC7942_RS05810,608,698,472,474,542,452,228,426,290
SYNPCC7942_RS05815,19075,20708,17631,17877,16784,15906,9894,13994,12462
SYNPCC7942_RS05820,41315,45968,44132,40955,40075,42906,27016,30481,23644
SYNPCC7942_RS05825,1134,1224,1170,1326,1166,1294,718,1022,1134
SYNPCC7942_RS05830,35252,36397,32942,38196,32719,33455,19771,27597,31308
SYNPCC7942_RS05835,1788,1908,1370,1782,1573,1614,822,1102,1018
SYNPCC7942_RS05840,5800,6631,5013,7428,6655,5764,2788,4434,4470
SYNPCC7942_RS05845,17186,18705,16771,19289,16698,19185,9835,14265,15771
SYNPCC7942_RS05850,2688,3151,2128,2288,2267,1905,1422,1677,1613
SYNPCC7942_RS05855,15150,16456,13138,17897,16287,15452,8095,14494,13243
SYNPCC7942_RS05860,1798,1865,1679,1696,1697,1408,986,1424,1261
SYNPCC7942_RS05865,12672,13304,12858,14981,12832,14841,8595,11246,10267
SYNPCC7942_RS05870,7691,7673,7589,8668,8095,9255,4988,6725,6324
SYNPCC7942_RS05875,978,982,824,842,720,794,290,552,518
SYNPCC7942_RS05880,18765,18743,23396,25550,18036,27863,12146,12297,17056
SYNPCC7942_RS05885,8804,9121,7573,8467,7531,8106,3942,5590,4805
SYNPCC7942_RS05890,428,328,386,466,276,410,304,144,310
SYNPCC7942_RS05895,28067,24362,34147,32304,18395,28625,17113,12471,20583
SYNPCC7942_RS05900,3110,3586,2848,2870,2570,2526,1506,2142,2302
SYNPCC7942_RS14165,35172,42363,29233,51437,55132,62329,26085,55890,54335
SYNPCC7942_RS05910,7610,7754,6978,8031,6380,6932,4258,5618,4976
SYNPCC7942_RS05915,4644,3668,5058,7018,2736,3619,4050,2160,3312
SYNPCC7942_RS05920,2414,2390,2173,2434,2074,2035,1572,1306,1334
SYNPCC7942_RS05925,11890,12149,10830,10708,8999,8950,6066,5170,4515
SYNPCC7942_RS05930,18681,17637,18294,17293,13145,16054,10070,7545,6614
SYNPCC7942_RS05935,9181,9153,8139,9416,8407,8700,4812,6204,6345
SYNPCC7942_RS05940,1134,1060,944,1181,816,852,649,606,686
SYNPCC7942_RS05945,1480,1530,1478,1354,1184,1404,934,896,758
SYNPCC7942_RS05950,228,202,182,182,176,166,118,76,116
SYNPCC7942_RS05955,574,658,606,668,533,750,332,414,484
SYNPCC7942_RS05960,1244,1322,1188,1288,1116,1230,660,854,868
SYNPCC7942_RS13740,218,282,192,194,162,224,84,146,112
SYNPCC7942_RS05970,9640,9828,8510,9774,9152,7187,4325,5269,3393
SYNPCC7942_RS05975,822,740,608,794,558,548,414,334,286
SYNPCC7942_RS05980,4083,4475,3920,4693,4470,4913,2240,3331,3260
SYNPCC7942_RS05985,2134,2140,1816,1880,1817,1854,1210,1401,1224
SYNPCC7942_RS05990,4619,4599,4382,5502,4067,5342,2430,3372,3612
SYNPCC7942_RS05995,5882,5714,5398,5974,5415,6390,2982,4054,3942
SYNPCC7942_RS06000,2564,2953,2382,3512,2986,3149,1552,2470,2052
SYNPCC7942_RS06005,1710,1586,1328,1546,1440,1372,714,1006,922
SYNPCC7942_RS06010,3478,3948,3206,3800,3310,3578,1826,2670,2944
SYNPCC7942_RS06015,1398,1604,1140,1458,1262,1232,728,1016,1012
SYNPCC7942_RS13745,5839,6386,5800,6014,5451,6346,4902,5117,4266
SYNPCC7942_RS06020,11127,11405,11610,8991,9471,7867,7445,8435,9181
SYNPCC7942_RS06025,28101,28907,29213,29617,25332,32882,25118,23214,18471
SYNPCC7942_RS06030,41622,45985,44961,40163,36111,39976,33114,33773,32450
SYNPCC7942_RS06035,12882,14155,11698,11247,10681,10121,6496,8289,7783
SYNPCC7942_RS06040,19960,20725,19584,20383,17878,21453,13327,13905,13034
SYNPCC7942_RS06045,24627,25678,24797,24855,21705,23200,14103,18088,19926
SYNPCC7942_RS06050,42326,44974,42325,42715,39555,44658,23999,32797,31546
SYNPCC7942_RS06055,21424,22845,20941,21910,18935,19999,12046,16414,16729
SYNPCC7942_RS06060,14330,15030,13173,14841,13226,13471,8501,10873,10117
SYNPCC7942_RS06065,22804,24817,20392,24112,21412,21897,12754,16980,16564
SYNPCC7942_RS06070,780,876,608,788,586,462,382,490,612
SYNPCC7942_RS06075,352,486,352,422,354,364,184,312,310
SYNPCC7942_RS06080,2774,2845,2304,2698,2702,2437,1200,2136,1746
SYNPCC7942_RS06085,5425,5720,5379,5284,4328,5398,3881,3867,3730
SYNPCC7942_RS06090,1945,2262,1828,1587,1455,1576,1116,1074,1102
SYNPCC7942_RS06095,7759,8809,6867,7126,7302,6828,3478,5405,4570
SYNPCC7942_RS06100,1122,1226,1004,972,1082,788,628,648,609
SYNPCC7942_RS06105,7341,8336,5975,6931,7012,6054,3879,4927,4107
SYNPCC7942_RS06110,2294,2744,2228,3082,2408,2727,1792,2046,2208
SYNPCC7942_RS06115,4360,4820,4136,4614,3994,4372,2397,3118,3029
SYNPCC7942_RS06120,16633,17635,18654,20184,14720,20053,11550,10998,13469
SYNPCC7942_RS06125,2444,2670,2229,2431,1992,2115,1336,1488,1722
SYNPCC7942_RS06130,9261,9956,9293,8070,7475,7893,5137,5580,5118
SYNPCC7942_RS06135,20943,23217,19261,18616,19722,20169,10934,14910,12297
SYNPCC7942_RS06140,2774,3252,2744,3860,3236,3901,1804,2998,3096
SYNPCC7942_RS06145,1630,2006,1398,1878,1512,1560,950,1242,1196
SYNPCC7942_RS06150,6477,6699,5414,5850,5299,5100,3118,3906,3662
SYNPCC7942_RS06155,7319,7834,6566,7632,6845,6758,3780,5610,4828
SYNPCC7942_RS06160,156,206,148,160,190,134,44,124,122
SYNPCC7942_RS06165,170,258,178,254,270,248,110,198,150
SYNPCC7942_RS06170,32,24,30,30,30,22,18,22,36
SYNPCC7942_RS06175,298,324,320,354,328,360,122,218,232
SYNPCC7942_RS06180,1398,1496,1329,1526,1232,1616,744,954,1177
SYNPCC7942_RS06185,3223,3154,3299,3725,2922,4281,1648,2210,2160
SYNPCC7942_RS06190,5843,5072,6222,6027,4751,7113,3406,3891,5075
SYNPCC7942_RS06195,604,619,632,656,635,740,350,462,612
SYNPCC7942_RS06200,770,822,876,896,660,878,368,574,793
SYNPCC7942_RS06205,2074,1648,2337,2564,1789,3198,1215,1298,1809
SYNPCC7942_RS06210,3644,3651,3406,4512,3370,4724,2118,2809,2922
SYNPCC7942_RS06215,1636,1606,1438,2234,1571,2264,1030,1626,1703
SYNPCC7942_RS06220,4148,4155,3667,4665,4059,4188,1416,3718,3118
SYNPCC7942_RS06225,1944,1971,1738,2142,1826,1618,826,1678,1543
SYNPCC7942_RS06230,16583,16805,15969,14206,15437,14779,6233,9450,8878
SYNPCC7942_RS06235,5656,5920,5133,5378,5572,6018,2735,3780,3643
SYNPCC7942_RS06240,1803,1666,1558,1900,1610,1658,876,1170,1690
SYNPCC7942_RS06245,51236,50867,43380,49605,39675,37547,24060,34595,38194
SYNPCC7942_RS06250,28851,29798,24668,25711,22029,17244,11668,18565,22567
SYNPCC7942_RS06255,13680,12748,12341,12792,10464,11137,6342,7563,7314
SYNPCC7942_RS06260,1682,1540,1508,1580,1236,1638,806,1144,1192
SYNPCC7942_RS06265,13858,14843,12829,18359,15619,16625,6406,14700,13935
SYNPCC7942_RS06270,12907,14679,12298,18210,16395,16601,6325,16086,14903
SYNPCC7942_RS06275,5735,6357,5760,6890,5413,5611,6162,4047,4882
SYNPCC7942_RS06280,13651,15209,11723,15809,13339,13770,7863,11067,12310
SYNPCC7942_RS06285,308,284,272,281,216,442,150,94,302
SYNPCC7942_RS06290,3030,3236,3140,2896,2464,2794,1950,1552,1528
SYNPCC7942_RS06295,1224,1344,984,1342,1148,1280,768,1014,794
SYNPCC7942_RS06300,904,962,810,732,678,742,502,516,506
SYNPCC7942_RS06305,1456,1548,1284,938,998,1116,802,748,652
SYNPCC7942_RS06310,22448,23284,21863,15669,14988,16511,16117,10339,8886
SYNPCC7942_RS06315,7981,9174,7601,6723,5734,5559,5971,4070,3883
SYNPCC7942_RS06320,852,844,778,950,704,928,536,542,570
SYNPCC7942_RS06325,8883,8578,10481,10712,7745,10085,5541,5450,6964
SYNPCC7942_RS06330,4002,4480,3958,3675,3051,3714,2040,2210,2605
SYNPCC7942_RS06335,17074,17316,17943,13250,10245,14739,13381,7048,7397
SYNPCC7942_RS06340,43828,43136,46350,34041,26361,38719,36291,18396,18837
SYNPCC7942_RS06345,16638,16489,17453,11951,10426,14393,13987,6956,7174
SYNPCC7942_RS06350,28829,33309,28323,18791,17456,20032,25654,10903,10238
SYNPCC7942_RS06355,28520,31174,27895,21552,16512,20099,24707,11940,11484
SYNPCC7942_RS06360,5581,6207,5792,6623,5461,6130,4532,4055,4574
SYNPCC7942_RS06365,2902,3116,2859,2440,2106,2116,1370,1582,1662
SYNPCC7942_RS14005,246,232,236,308,276,244,122,216,258
SYNPCC7942_RS06370,1176,1358,1020,1210,1096,1076,674,848,752
SYNPCC7942_RS06375,2918,2935,2342,2675,2412,2340,1256,1912,1646
SYNPCC7942_RS06380,1562,1471,1174,1710,1341,1688,636,1044,976
SYNPCC7942_RS06385,15002,14949,12361,15382,15213,14841,6494,11109,9107
SYNPCC7942_RS06390,716,794,596,760,702,402,328,494,494
SYNPCC7942_RS06395,3711,3932,2960,3780,3169,2818,1998,2342,2360
SYNPCC7942_RS06400,8826,9621,10218,6170,7182,8752,10082,4615,3098
SYNPCC7942_RS06405,137670,134787,142681,94788,97790,120262,138869,68944,53601
SYNPCC7942_RS06410,1657,1838,1444,1641,1498,1364,654,1066,1113
SYNPCC7942_RS06415,3008,3270,2554,2860,2886,2508,1444,2350,2036
SYNPCC7942_RS06420,2914,3290,2859,2632,2522,2112,1550,2058,2380
SYNPCC7942_RS06425,40534,40945,38366,39112,31632,30043,22228,26086,29918
SYNPCC7942_RS06430,5897,6506,5511,5705,4812,5274,3666,3982,4316
SYNPCC7942_RS06435,8017,8466,7576,8432,7184,7751,4716,6047,5520
SYNPCC7942_RS06440,10854,11543,10146,11000,9343,9518,6016,8522,8306
SYNPCC7942_RS06445,1232,1222,971,1041,890,886,510,810,772
SYNPCC7942_RS06450,22003,20551,19240,19184,15728,16789,13157,11786,12118
SYNPCC7942_RS06455,7145,7631,6804,8963,7010,7228,4380,6508,7721
SYNPCC7942_RS06460,3441,3800,3038,3545,2850,3170,1971,2318,2285
SYNPCC7942_RS06465,3926,4426,3878,4632,4117,4739,2197,3602,3728
SYNPCC7942_RS06470,2522,2811,2205,3376,2481,2631,1612,2129,2538
SYNPCC7942_RS06475,3146,3471,2993,2966,2837,2635,1537,2282,2264
SYNPCC7942_RS06480,2358,2738,2096,2270,2114,1984,1290,1677,1584
SYNPCC7942_RS06485,1395,1500,1142,1132,1137,812,522,826,824
SYNPCC7942_RS06490,3710,3886,3382,3196,2922,2756,2130,2024,1936
SYNPCC7942_RS06495,6291,7390,6139,6879,6739,7502,3710,5792,5117
SYNPCC7942_RS06500,8694,8137,8437,9497,8127,10278,4638,6700,6844
SYNPCC7942_RS06505,4885,4875,3711,4369,4010,2595,3168,3710,4272
SYNPCC7942_RS06510,2962,3241,2340,3134,2697,2312,1825,2161,2134
SYNPCC7942_RS06515,1017,1136,884,980,970,1064,572,696,712
SYNPCC7942_RS06520,2514,2776,2400,2378,2250,2404,1296,1908,1784
SYNPCC7942_RS06525,3868,4204,3764,4160,3408,3822,3040,2582,3045
SYNPCC7942_RS06530,9020,11082,8301,8066,8787,8704,4905,6945,6904
SYNPCC7942_RS06535,1690,1757,1302,1930,1742,1582,822,1556,1574
SYNPCC7942_RS06540,40878,40967,37326,41247,34858,34774,23076,32001,28484
SYNPCC7942_RS06545,28830,28578,28032,32162,27887,28743,17834,21422,20398
SYNPCC7942_RS06550,280,254,241,318,245,266,150,204,175
SYNPCC7942_RS06555,3926,4642,3947,3955,3534,3760,2166,2782,3074
SYNPCC7942_RS06560,7651,8175,7345,7853,6926,7404,4132,4759,4883
SYNPCC7942_RS06565,5604,5774,5945,7709,6151,6987,3958,6939,8307
SYNPCC7942_RS06570,506,536,428,518,452,444,244,356,368
SYNPCC7942_RS06575,726,832,712,670,584,566,384,504,442
SYNPCC7942_RS06580,584,648,504,478,470,476,264,314,298
SYNPCC7942_RS06585,1404,1476,1272,1008,930,1010,672,657,570
SYNPCC7942_RS06590,13102,12063,9883,11676,9343,10180,7922,7317,6821
SYNPCC7942_RS06595,582,586,480,410,414,356,224,284,340
SYNPCC7942_RS06600,20624,22774,20649,24985,19215,19827,12091,17245,22218
SYNPCC7942_RS13750,17219,19811,52495,28494,22620,302143,24412,23865,136834
SYNPCC7942_RS06605,1186,1416,1153,1300,1241,1466,712,838,1182
SYNPCC7942_RS06610,17166,17691,16749,21912,17245,21063,9919,15123,17403
SYNPCC7942_RS06615,15004,17108,13566,14685,13929,12760,7556,10375,9832
SYNPCC7942_RS06620,28931,30066,26811,33112,29131,31330,14512,22863,24000
SYNPCC7942_RS06625,13795,14406,14198,14679,12643,15663,7951,8862,8151
SYNPCC7942_RS06630,554,530,428,536,522,538,210,336,366
SYNPCC7942_RS06635,19790,19189,19546,19513,14399,17500,10202,10714,12110
SYNPCC7942_RS06640,20306,18741,21526,21493,15510,23665,10466,10535,16581
SYNPCC7942_RS06645,4229,4720,4024,4410,4409,5026,2622,3454,2969
SYNPCC7942_RS06650,783,820,648,760,626,612,310,464,506
SYNPCC7942_RS06655,5878,6208,6467,6765,5505,6460,3648,3572,3872
SYNPCC7942_RS06660,7765,6186,8508,7047,5164,8680,4865,3752,3988
SYNPCC7942_RS06665,3960,4041,3647,4274,3398,4114,2420,2936,3384
SYNPCC7942_RS06670,4010,3890,3512,3552,3228,3351,2264,2081,1793
SYNPCC7942_RS06675,8499,8950,7587,7944,8154,9051,3546,6202,5680
SYNPCC7942_RS06680,8402,9515,8707,9559,7811,8612,4811,6231,7703
SYNPCC7942_RS06685,2474,2976,2136,2388,2258,2110,1292,1658,1762
SYNPCC7942_RS06690,3834,4422,3260,3606,3588,3754,1650,3006,2608
SYNPCC7942_RS06695,2348,2536,2136,2748,2227,2586,1250,1860,2250
SYNPCC7942_RS06700,4198,4386,3872,4276,3956,4282,2584,3611,3199
SYNPCC7942_RS06705,1524,1600,1517,1490,1406,1387,792,1178,1204
SYNPCC7942_RS06710,4882,5032,4092,4214,3949,4374,2112,3150,2756
SYNPCC7942_RS06715,8959,9600,8096,6773,7274,7489,4084,5166,4149
SYNPCC7942_RS06720,99070,95850,93400,103087,79120,82515,74095,63085,59405
SYNPCC7942_RS06725,16404,18392,15965,22309,16969,18933,10604,17093,20153
SYNPCC7942_RS06730,734,908,518,720,782,544,350,526,476
SYNPCC7942_RS06735,1750,1830,924,1781,1280,584,934,840,392
SYNPCC7942_RS06740,2194,2168,2105,2609,2088,2314,1342,1684,1944
SYNPCC7942_RS06745,1752,1748,1372,1860,1494,1286,900,1162,1222
SYNPCC7942_RS06750,10004,9420,11524,14694,8966,13133,5275,8569,10744
SYNPCC7942_RS06755,1794,1998,1428,1812,1618,1328,626,1138,926
SYNPCC7942_RS06760,58464,68916,62411,45829,46088,46250,46239,36242,38144
SYNPCC7942_RS06765,1872,1903,1682,1860,1366,1454,1046,1088,1164
SYNPCC7942_RS06770,25790,25939,24219,30391,22538,26555,13211,18153,21197
SYNPCC7942_RS06775,13617,13097,12322,15986,11046,16702,7687,8529,10980
SYNPCC7942_RS06780,22198,21989,18198,23150,18625,19086,10232,14627,13105
SYNPCC7942_RS06785,8153,8494,9688,9566,7856,9411,4890,4905,5348
SYNPCC7942_RS06790,772,752,618,836,782,750,426,628,520
SYNPCC7942_RS06795,10803,12471,10291,8890,9602,7598,5703,7549,6836
SYNPCC7942_RS06800,4762,5983,4328,5250,5282,4627,3140,4074,3742
SYNPCC7942_RS06805,9202,10335,9145,12010,9405,10705,6730,7745,8046
SYNPCC7942_RS06810,4982,5690,4624,6152,5421,4533,3066,5104,5323
SYNPCC7942_RS06815,2925,3760,2858,3259,2996,2580,1504,2698,3091
SYNPCC7942_RS06820,2346,2768,2310,2742,2522,2452,1152,2266,2300
SYNPCC7942_RS06825,1092,1156,1022,1420,1138,1166,582,790,926
SYNPCC7942_RS06830,5529,5636,5383,6282,5153,5663,2254,4015,4138
